mode,load,0_efficientnet_b6-2,1_resnet101-2,2_squeezenet1_0-32
mps-uncap,0.8,25.931787490844727,13.38202953338623,6.622123718261719
mps-uncap,0.9,27.115964889526367,13.882040977478027,6.712913513183594
mps-uncap,1.0,28.137779235839847,17.29583740234375,6.750011444091797
mps-uncap,0.5,22.438693046569824,13.608217239379883,6.242036819458008
mps-uncap,0.6,24.00989532470703,13.312196731567383,6.450843811035157
mps-uncap,0.7,24.660873413085938,14.3524169921875,6.408023834228516
mps-uncap,0.1,23.88629913330078,12.678337097167969,5.9680938720703125
mps-uncap,0.2,23.920631408691406,13.44451904296875,6.137871742248536
mps-uncap,0.3,23.536109924316406,13.846588134765627,6.216001510620117
mps-uncap,0.4,22.485733032226562,13.710594177246094,6.308913230895996
