mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_mobilenet_v3_small-4,3_resnet101-32
mps-uncap,1.0,0.0021457672119140625,0.0064373016357421875,0.003337860107421875,0.000476837158203125
