mode,load,0_densenet121-16,1_densenet201-2,2_vgg16-32
mps-uncap,0.8,193.50728529506554,16.75547019794896,1211.305913785528
mps-uncap,0.9,250.32836183909205,20.69510794092808,1400.4881868560935
mps-uncap,1.0,250.95406606810243,21.453407505393987,1562.593746622232
mps-uncap,0.5,129.33434396694201,10.00914611029853,729.0572906386665
mps-uncap,0.6,148.72981219101956,13.680380434860162,931.4860321670088
mps-uncap,0.7,172.9903059596704,15.080841594344648,1079.8511257377963
mps-uncap,0.1,27.422726894961443,2.688252827684459,142.16535202521948
mps-uncap,0.2,51.30727735135682,3.879331614737022,290.3415005193157
mps-uncap,0.3,81.07381235967325,6.844616200854866,430.3272498976239
mps-uncap,0.4,105.2343196454004,8.551700908710378,628.1863728375959
