mode,load,0_densenet121-16,1_densenet201-2,2_vgg16-32
mps-uncap,0.8,31.130433082580566,36.53430938720703,18.90099048614502
mps-uncap,0.9,58.486223220825195,79.91743087768555,19.732952117919922
mps-uncap,1.0,62.647461891174316,83.47928524017334,20.112037658691406
mps-uncap,0.5,16.70670509338379,21.901488304138184,17.775535583496094
mps-uncap,0.6,17.405986785888672,22.470474243164062,18.15032958984375
mps-uncap,0.7,25.10809898376465,28.83446216583252,18.595218658447266
mps-uncap,0.1,16.756892204284668,28.95355224609375,17.388105392456055
mps-uncap,0.2,16.75271987915039,28.972864151000977,17.386317253112793
mps-uncap,0.3,16.99542999267578,21.332979202270508,17.44687557220459
mps-uncap,0.4,16.67475700378418,21.633148193359375,17.589807510375977
