mode,load,0_densenet121-16,1_densenet201-2,2_vgg16-32
mps-uncap,0.8,119.11339759826662,117.2792911529541,82.33461380004884
mps-uncap,0.9,260.39981842041016,318.676233291626,200.6199598312379
mps-uncap,1.0,2161.827039718628,1117.2184944152839,1391.3253784179688
mps-uncap,0.5,49.02958869934082,47.38714694976805,38.58342170715335
mps-uncap,0.6,61.690378189086914,65.99562168121338,51.43933296203614
mps-uncap,0.7,89.60433006286624,94.7307348251343,74.3187904357911
mps-uncap,0.1,24.469709396362312,33.43400955200197,18.72005462646484
mps-uncap,0.2,27.4655818939209,37.15732097625734,28.43475341796875
mps-uncap,0.3,28.744554519653327,37.95819282531738,31.203365325927734
mps-uncap,0.4,54.47373390197755,46.14717960357665,36.38434410095215
