mode,load,0_densenet121-16,1_densenet201-2,2_vgg16-32
mps-uncap,0.8,234.4737362861633,185.31758785247828,121.15772008895874
mps-uncap,0.9,405.2550315856935,557.753133773804,239.235758781433
mps-uncap,1.0,2399.5856285095215,1502.8304338455202,1520.2322769165037
mps-uncap,0.5,39.34760093688969,24.853498935699452,45.69605827331555
mps-uncap,0.6,82.79273033142032,64.03452396392822,63.78447532653796
mps-uncap,0.7,127.00917243957491,121.56837224960336,112.34455108642578
mps-uncap,0.1,6.392879486083926,4.993624687194921,14.209432601928711
mps-uncap,0.2,15.64826965332026,26.68659448623657,25.595235824584964
mps-uncap,0.3,17.23471641540524,21.75953149795531,28.400297164916978
mps-uncap,0.4,47.580432891845405,50.09851455688473,43.001747131347656
