mode,load,0_densenet121-16,1_densenet201-2,2_vgg16-32
mps-uncap,0.8,62.462399005889885,99.2271423339844,21.92627429962158
mps-uncap,0.9,64.16618824005127,102.0615816116333,22.21699237823486
mps-uncap,1.0,71.97802305221558,100.23802757263185,22.282142639160156
mps-uncap,0.5,59.81969833374024,77.31237888336156,20.913114547729492
mps-uncap,0.6,62.58423805236815,84.11885976791383,21.23615264892578
mps-uncap,0.7,67.06167221069336,96.78089380264284,21.662349700927734
mps-uncap,0.1,28.55861663818359,39.84062671661377,19.79283332824707
mps-uncap,0.2,42.42191314697257,52.56192922592162,19.993269443511963
mps-uncap,0.3,40.28039455413817,56.632099151611285,20.16184091567993
mps-uncap,0.4,60.80328941345214,58.27598333358763,20.753202438354492
