mode,load,0_efficientnet_b5-32,1_squeezenet1_1-16,2_vgg13-32
mps-uncap,0.8,30.096054077148438,2.332448959350586,16.184329986572266
mps-uncap,0.9,44.289588928222656,2.3059844970703125,16.13306999206543
mps-uncap,1.0,34.80815887451172,3.165006637573242,16.3118839263916
mps-uncap,0.5,29.634714126586914,2.3126602172851562,16.001462936401367
mps-uncap,0.6,30.12871742248535,2.330780029296875,16.020536422729492
mps-uncap,0.7,30.139684677124023,2.383708953857422,16.085386276245117
mps-uncap,0.1,31.430721282958984,3.461122512817383,15.965461730957031
mps-uncap,0.2,29.30593490600586,2.6404857635498047,15.87533950805664
mps-uncap,0.3,29.53648567199707,2.3920536041259766,15.924215316772461
mps-uncap,0.4,29.70433235168457,2.404451370239258,15.94400405883789
