mode,load,0_efficientnet_b5-32,1_squeezenet1_1-16,2_vgg13-32
mps-uncap,0.8,139.62537765502927,37.516491413116434,27.59052276611328
mps-uncap,0.9,141.14805221557617,38.2846975326538,27.62568473815918
mps-uncap,1.0,140.94562530517578,38.8074779510498,26.88388824462891
mps-uncap,0.5,125.47657489776617,25.534772872924794,26.550769805908203
mps-uncap,0.6,125.49734354019165,33.32255363464353,26.289782524108887
mps-uncap,0.7,140.82627296447757,28.86326313018799,27.335822582244873
mps-uncap,0.1,62.86517620086669,18.442659378051758,26.412408351898193
mps-uncap,0.2,96.84963226318366,18.994617462158192,25.16633749008178
mps-uncap,0.3,95.34052848815918,23.337821960449244,26.228818893432614
mps-uncap,0.4,111.30728721618658,27.67619132995605,25.45161247253419
