mode,load,0_efficientnet_b5-32,1_squeezenet1_1-16,2_vgg13-32
mps-uncap,0.8,0.012636184692382812,0.010728836059570312,0.011205673217773438
mps-uncap,0.9,0.012874603271484375,0.011205673217773438,0.012159347534179688
mps-uncap,1.0,0.012874603271484375,0.011444091796875,0.012874603271484375
mps-uncap,0.5,0.012874603271484375,0.011444091796875,0.010728836059570312
mps-uncap,0.6,0.01239776611328125,0.010728836059570312,0.011444091796875
mps-uncap,0.7,0.013113021850585938,0.011205673217773438,0.009059906005859375
mps-uncap,0.1,0.022172927856445312,0.020742416381835938,0.014781951904296875
mps-uncap,0.2,0.016450881958007812,0.014066696166992188,0.010967254638671875
mps-uncap,0.3,0.0152587890625,0.011920928955078125,0.011444091796875
mps-uncap,0.4,0.013113021850585938,0.011920928955078125,0.011205673217773438
