mode,load,0_efficientnet_b5-32,1_squeezenet1_1-16,2_vgg13-32
mps-uncap,0.8,631.506299972533,343.63195896148676,515.6116437911986
mps-uncap,0.9,1191.1881375312805,600.8032226562498,735.6943416595458
mps-uncap,1.0,2149.8235988616943,3183.9259243011475,7772.0415115356445
mps-uncap,0.5,176.4426112174989,41.92216873168935,71.16508483886719
mps-uncap,0.6,196.01511478424092,54.39550876617431,113.02002429962157
mps-uncap,0.7,561.063337326051,88.95342826843265,264.78832960128784
mps-uncap,0.1,64.87439632415771,18.483476638793945,42.500240802764814
mps-uncap,0.2,106.0439968109131,19.034481048583974,45.03833532333356
mps-uncap,0.3,104.96435165405272,27.85803794860851,52.995681762695305
mps-uncap,0.4,123.47476959228534,34.35973167419426,67.63663291931157
