mode,load,0_efficientnet_b5-32,1_squeezenet1_1-16,2_vgg13-32
mps-uncap,0.8,133.69898796081543,27.591586112976078,24.447154998779297
mps-uncap,0.9,134.45227146148682,31.044411659240723,25.06213188171387
mps-uncap,1.0,135.60686111450195,31.804370880126964,25.3908634185791
mps-uncap,0.5,91.04979038238525,18.13516616821289,21.670103073120117
mps-uncap,0.6,109.95655059814453,21.0874319076538,23.157048225402832
mps-uncap,0.7,130.66387176513672,22.28837013244629,23.562312126159668
mps-uncap,0.1,47.640085220336914,6.8592548370361355,23.199129104614258
mps-uncap,0.2,51.26619338989258,12.063264846801758,20.00105381011963
mps-uncap,0.3,63.989067077636726,15.33942222595215,20.678377151489258
mps-uncap,0.4,84.90886688232423,17.708110809326172,21.197032928466797
