mode,load,0_resnet18-16,1_densenet169-16,2_efficientnet_b5-8
mps-uncap,0.6,0.0286102294921875,0.030994415283203125,0.031232833862304688
mig,0.6,2.245306968688965,13.237476348876953,11.52658462524414
mps-uncap,0.7,0.9267330169677734,0.029325485229492188,0.031948089599609375
mig,0.7,3.826618194580078,24.63853359222412,22.77529239654541
mps-uncap,0.8,2.030491828918457,0.8444786071777344,5.879044532775879
mig,0.8,7.196664810180664,51.023125648498535,37.77503967285156
mps-uncap,0.9,5.760431289672852,8.969306945800781,11.73543930053711
mig,0.9,14.7782564163208,77.08406448364258,49.76975917816162
mps-uncap,1.0,36.455631256103516,29.49070930480957,14.34946060180664
mig,1.0,159.11197662353516,522.6140022277832,480.67259788513184
mps-uncap,1.1,2949.642062187195,83.8925838470459,46.799659729003906
mig,1.1,3364.528179168701,4220.852375030518,3510.9567642211914
mps-uncap,1.2,6882.0481300354,3012.623190879822,4064.0816688537598
mig,1.2,6449.518799781799,7679.6053647994995,6351.518630981445
mps-uncap,1.3,12642.917275428772,463.90509605407715,6287.837266921997
mig,1.3,8670.233726501465,9543.34044456482,9045.015096664429
