mode,load,0_squeezenet1_0-8,1_squeezenet1_0-8
mig,0.1,0.029087066650390625,0.029087066650390625
mig,0.2,0.0286102294921875,0.028848648071289062
mig,0.3,0.02765655517578125,0.02956390380859375
mig,0.4,0.03457069396972656,1.367330551147461
mig,0.5,1.5076398849487305,3.7975311279296875
mig,0.6,2.9975175857543945,7.630348205566406
mig,0.7,6.897449493408203,153.48899364471436
mig,0.8,14.268159866333008,2969.2611694335938
mig,0.9,365.4289245605469,4654.700994491577
mig,1.0,3127.236247062683,7761.482000350952
