mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32,2_efficientnet_b6-32,3_efficientnet_b6-32
mig,0.1,138.96255493164062,137.95721530914307,139.2979073524475,266.81021213531494
mig,0.2,137.446870803833,135.7642674446106,138.22722673416138,264.6894955635071
mig,0.3,137.40490198135376,136.05762958526608,138.10688734054565,265.08992433547974
mig,0.4,137.72662162780762,137.44013786315918,138.0114459991455,266.10127687454224
mig,0.5,138.4837818145752,138.71240615844727,138.23072910308838,265.4145884513855
mig,0.6,138.449592590332,138.79659175872803,138.49461793899536,266.8264174461365
mig,0.7,138.91099214553833,139.20693874359134,139.32483673095703,267.8769302368164
mig,0.8,140.4417324066162,140.57836532592773,140.4770851135254,270.1556587219238
mig,0.9,142.35363006591797,142.1602487564087,141.9372010231018,270.1726245880127
mig,1.0,143.9506959915161,143.6559796333313,143.22162628173828,270.7416582107544
