mode,load,0_efficientnet_b6-32,1_efficientnet_b6-32,2_efficientnet_b6-32,3_efficientnet_b6-32
mig,0.1,26.122640822724655,30.115342826584783,25.338552536741624,14.049231732855029
mig,0.2,50.341341717817414,61.04705297793142,51.919238253080486,21.62330660076865
mig,0.3,76.46704570333567,69.2440210137085,65.47202190287574,38.07038230974989
mig,0.4,104.33130921894697,106.68358753282376,99.96954898402957,55.89440321557424
mig,0.5,128.15628313004933,136.28476214214984,131.05211388012037,55.80004110032367
mig,0.6,151.8044577983077,169.44595138532864,151.2129032583292,71.68151500005953
mig,0.7,183.30941889082493,176.82565046466533,175.40738968641796,94.89641766034423
mig,0.8,205.5106812193473,195.41731424368731,219.22251334122146,96.42437231969622
mig,0.9,216.1013969802888,226.62467838049943,231.0206531347108,117.10729782245842
mig,1.0,228.6721730846597,227.1188618234851,228.66647382994876,112.20237282525768
