mode,load,0_alexnet-4,1_alexnet-4,2_densenet201-16
mps-uncap,0.8,2.8937578201293945,3.0632972717285205,57.68346786499028
mps-uncap,0.9,4.862833023071288,5.324506759643555,145.19081115722656
mps-uncap,1.0,12.99686431884765,17.92454719543457,1343.3246612548828
mps-uncap,0.5,1.2133121490478507,1.239848136901857,18.476152420044
mps-uncap,0.6,1.5223264694213872,1.5537738800048828,27.65374183654785
mps-uncap,0.7,2.00808048248291,2.051115036010742,40.78726768493661
mps-uncap,0.1,0.05698204040527344,0.052809715270996094,0.07343292236328125
mps-uncap,0.2,0.45447349548339816,0.4150867462158203,6.8151235580444425
mps-uncap,0.3,0.7636547088623047,0.7625102996826174,14.620041847229016
mps-uncap,0.4,0.9396791458129885,0.9351253509521487,14.127993583679201
