mode,load,0_alexnet-4,1_alexnet-4,2_densenet201-16
mps-uncap,0.8,18.712759017944336,15.525341033935547,235.55660247802734
mps-uncap,0.9,25.303363800048828,20.331859588623047,478.23214530944824
mps-uncap,1.0,39.13688659667969,40.81892967224121,1581.5494060516357
mps-uncap,0.5,8.09621810913086,8.365869522094727,112.39218711853027
mps-uncap,0.6,10.081291198730469,10.000467300415039,120.17941474914551
mps-uncap,0.7,10.81705093383789,10.03408432006836,184.9837303161621
mps-uncap,0.1,3.4317970275878906,3.7012100219726562,52.04200744628906
mps-uncap,0.2,4.413604736328125,5.045652389526367,57.0068359375
mps-uncap,0.3,5.613565444946289,5.578279495239258,72.36623764038086
mps-uncap,0.4,6.916284561157227,6.454944610595703,58.289527893066406
