mode,load,0_vgg19-2,1_vgg19-2,2_vgg19-2,3_vgg19-2
mig,0.1,26.27403941466287,26.437390365242702,25.513856942966246,13.091203596586935
mig,0.2,54.025172927066606,50.547596486479364,54.809566490600275,26.01050503203256
mig,0.3,82.25800714939304,80.29097672639956,80.69313988085683,38.4014976983148
mig,0.4,106.04544952506744,106.97857323127212,105.91670010103603,51.99014308321088
mig,0.5,132.87864489530727,134.1435816748013,130.452713880319,66.44739279755302
mig,0.6,157.84577916394053,160.5499136016297,158.66068239564217,78.23311008525086
mig,0.7,191.81844250491298,186.29727132513975,190.8508161741487,94.10018472025467
mig,0.8,207.76975575445573,217.78905400744924,210.55138740621936,104.18951648047452
mig,0.9,248.23938326156534,243.01598973539737,238.94838738400512,115.2591377066857
mig,1.0,269.95274660972683,265.6280891764909,265.2724303998375,131.4090178603258
