mode,load,0_vgg19-2,1_vgg19-2,2_vgg19-2,3_vgg19-2
mig,0.1,7.088899612426758,7.132768630981445,7.13348388671875,14.636039733886719
mig,0.2,7.082462310791016,7.0953369140625,7.105588912963867,14.583826065063477
mig,0.3,7.049560546875,7.1086883544921875,7.093906402587891,14.579534530639648
mig,0.4,7.050752639770508,7.101535797119141,7.091999053955078,14.573335647583008
mig,0.5,7.032632827758789,7.0819854736328125,7.0781707763671875,14.564037322998047
mig,0.6,7.036447525024414,7.072687149047852,7.076263427734375,14.561653137207031
mig,0.7,7.036447525024414,7.08317756652832,7.061958312988281,14.566898345947266
mig,0.8,7.045745849609375,7.084846496582031,7.06791877746582,14.546394348144531
mig,0.9,7.05409049987793,7.0953369140625,7.076263427734375,14.580249786376953
mig,1.0,7.122516632080078,7.107257843017578,7.124662399291992,14.584779739379883
