mode,load,0_vgg19-2,1_vgg19-2,2_vgg19-2,3_vgg19-2
mig,0.1,7.421813011169434,7.429862022399902,7.469291687011719,14.879930019378662
mig,0.2,7.409844398498535,7.419843673706055,7.407248020172119,14.864485263824463
mig,0.3,7.386934757232666,7.39840030670166,7.386922836303711,14.86243724822998
mig,0.4,7.351503372192383,7.376232147216797,7.389247417449951,14.853715896606445
mig,0.5,7.305843830108643,7.321102619171143,7.330818176269531,14.817516803741455
mig,0.6,7.275848388671875,7.278919219970703,7.283179759979248,14.792060852050781
mig,0.7,7.242865562438965,7.256269454956055,7.258200645446777,14.801239967346191
mig,0.8,7.266132831573486,7.28607177734375,7.292764186859131,14.84720230102539
mig,0.9,7.321910858154297,7.3678016662597665,7.366418838500977,14.953577518463135
mig,1.0,7.386684417724609,7.421200275421143,7.429807186126709,15.044879913330078
