mode,load,0_vgg19-2,1_vgg19-2,2_vgg19-2,3_vgg19-2
mig,0.1,7.358789443969727,7.360696792602539,7.399320602416992,14.856457710266113
mig,0.2,7.311344146728516,7.366061210632324,7.351875305175781,14.862298965454102
mig,0.3,7.302522659301758,7.361173629760742,7.352113723754883,14.845609664916992
mig,0.4,7.286787033081055,7.344961166381836,7.346749305725098,14.81485366821289
mig,0.5,7.305145263671875,7.341742515563965,7.336616516113281,14.88947868347168
mig,0.6,9.31692123413086,9.49716567993164,9.23454761505127,20.081281661987305
mig,0.7,11.634111404418945,11.487841606140137,11.806726455688477,24.853229522705078
mig,0.8,13.694047927856445,15.317678451538086,14.2822265625,29.87504005432129
mig,0.9,26.154041290283203,24.177074432373047,22.826790809631348,44.820427894592285
mig,1.0,104.51531410217285,70.56403160095215,145.92969417572021,257.7080726623535
