mode,load,0_squeezenet1_1-16,1_squeezenet1_1-16,2_vgg13-4
mps-uncap,1.0,2487.3386138359674,2681.576266992807,757.5266301650898
mig,1.0,3771.981479196556,2526.0631751038886,404.20003395242964
