mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-4
mps-uncap,1.0,35.087690353393555,14.592406749725342,14.59240198135376,11.903657913208008
