mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-4
mps-uncap,1.0,31.4886569976807,14.138436317443848,14.130687713623047,11.052989959716797
