mode,load,0_densenet121-16,1_resnet34-16,2_squeezenet1_1-16
mps-uncap,0.8,669.0718419388805,1414.5553027875555,2794.4315482314496
mps-uncap,0.9,723.0757352339699,1629.594237319181,3188.189029982944
mps-uncap,1.0,704.3424172726654,1672.6506372194804,3343.8071358077805
mps-uncap,0.5,423.5226863536108,890.1962383820888,1750.3981624872104
mps-uncap,0.6,492.68291726210265,1063.9413635939663,2082.4862847573345
mps-uncap,0.7,578.0622354954645,1245.1625757010106,2485.786943031065
mps-uncap,0.1,83.90717478816158,183.86156596310835,338.8602144724756
mps-uncap,0.2,159.08925245990648,371.592062770751,674.2747464093135
mps-uncap,0.3,242.30338432730588,535.8520704661672,1019.2952003806276
mps-uncap,0.4,327.286340572641,729.4618882018598,1396.3053150507149
