mode,load,0_densenet121-16,1_resnet34-16,2_squeezenet1_1-16
mps-uncap,0.8,172.8582572937006,118.04592609405509,52.444529533386195
mps-uncap,0.9,1324.8147010803225,316.8341064453125,153.40582132339466
mps-uncap,1.0,9711.966242790222,4983.472497463226,3309.3580865859994
mps-uncap,0.5,41.072726249694824,18.20576190948487,11.80920839309691
mps-uncap,0.6,46.25091552734374,25.247511863708546,15.069675445556662
mps-uncap,0.7,60.66601037979126,36.31181716918946,28.624391555786133
mps-uncap,0.1,21.763973236083984,7.729709148406994,4.123709201812744
mps-uncap,0.2,16.749315261840785,10.238301753997806,6.189785003662123
mps-uncap,0.3,21.09779357910157,12.777013778686523,8.237137794494627
mps-uncap,0.4,33.93330574035642,16.957294940948497,10.329728126525879
