mode,load,0_densenet201-32,1_inception_v3-2,2_resnet18-2
mps-uncap,0.8,795.6306491800713,161.11335664926858,558.681245484976
mps-uncap,0.9,778.0058777009924,168.08141383171983,630.9909398422712
mps-uncap,1.0,865.5599239957127,181.16956691328141,643.600905059827
mps-uncap,0.5,478.37526493385707,95.04554295697545,351.5812410418266
mps-uncap,0.6,583.521743374815,117.5453364333538,417.63953699602996
mps-uncap,0.7,648.9229767862065,138.04220004394978,490.32342018064753
mps-uncap,0.1,98.94452788780468,18.425108476882567,69.40257347237419
mps-uncap,0.2,191.8937623697897,41.5364505563716,140.12583686540543
mps-uncap,0.3,277.0736217548804,58.29040174101503,213.98754322908215
mps-uncap,0.4,402.3683030718054,77.33138140290562,282.37150659649745
