mode,load,0_densenet201-32,1_inception_v3-2,2_resnet18-2
mps-uncap,0.8,36.012887954711914,11.607646942138672,2.3267269134521484
mps-uncap,0.9,34.668922424316406,11.741876602172852,2.569913864135742
mps-uncap,1.0,36.77177429199219,10.525703430175781,2.76792049407959
mps-uncap,0.5,32.58776664733887,9.58704948425293,2.3696422576904297
mps-uncap,0.6,33.150553703308105,10.013818740844727,2.352595329284668
mps-uncap,0.7,33.666133880615234,10.491609573364258,2.3844242095947266
mps-uncap,0.1,31.768321990966797,16.62003993988037,4.526376724243164
mps-uncap,0.2,32.326459884643555,11.855244636535645,4.348635673522949
mps-uncap,0.3,32.54342079162598,10.47980785369873,3.4210681915283203
mps-uncap,0.4,32.66787528991699,9.940266609191895,2.6895999908447266
