mode,load,0_densenet201-32,1_inception_v3-2,2_resnet18-2
mps-uncap,0.8,37.27574348449707,14.912128448486328,3.5580158233642583
mps-uncap,0.9,35.111427307128906,15.165925025939941,4.0950775146484375
mps-uncap,1.0,37.21504211425781,13.979673385620117,4.0591955184936515
mps-uncap,0.5,35.32662391662598,14.20559883117676,3.7651538848876953
mps-uncap,0.6,35.58640480041504,14.52014446258545,3.9452075958251975
mps-uncap,0.7,35.89339256286621,14.69111442565918,4.024553298950195
mps-uncap,0.1,40.11960029602051,20.516395568847656,4.74095344543457
mps-uncap,0.2,35.170650482177734,16.631722450256348,4.637002944946289
mps-uncap,0.3,34.491539001464844,15.744328498840332,4.520702362060547
mps-uncap,0.4,35.10243892669678,14.25659656524658,4.08172607421875
