mode,load,0_densenet121-2,1_inception_v3-16,2_vgg19-4
mps-uncap,0.8,81.65740966796875,134.9010467529297,49.577951431274414
mps-uncap,0.9,168.27964782714844,157.75179862976074,116.80817604064941
mps-uncap,1.0,231.9962978363037,485.8114719390869,464.75720405578613
mps-uncap,0.5,53.52520942687988,51.49722099304199,28.943300247192383
mps-uncap,0.6,47.73759841918945,61.17510795593262,29.62327003479004
mps-uncap,0.7,97.3823070526123,60.924530029296875,45.55249214172363
mps-uncap,0.1,35.39085388183594,33.143043518066406,9.605884552001953
mps-uncap,0.2,48.021793365478516,30.649423599243164,12.872934341430664
mps-uncap,0.3,46.41151428222656,37.77933120727539,15.984058380126953
mps-uncap,0.4,57.248592376708984,43.06364059448242,20.86329460144043
