mode,load,0_densenet121-2,1_inception_v3-16,2_vgg19-4
mps-uncap,0.8,39.301631450653076,68.36597919464094,30.771815776824937
mps-uncap,0.9,103.80254745483397,98.92438888549803,74.42357063293454
mps-uncap,1.0,174.6179580688477,419.98678207397484,414.5532798767089
mps-uncap,0.5,24.991016387939435,21.637749671936028,8.801496028900146
mps-uncap,0.6,25.940012931823727,31.14786624908449,12.610960006713869
mps-uncap,0.7,33.67718935012817,28.93730401992798,20.65371513366699
mps-uncap,0.1,15.404939651489258,11.616587638854984,2.879247665405274
mps-uncap,0.2,19.768476486206023,11.719515323638914,4.294605255126968
mps-uncap,0.3,25.102548599243224,19.841570854187015,5.965547561645507
mps-uncap,0.4,28.844475746154785,21.95519924163817,7.103970050811743
