mode,load,0_densenet121-2,1_inception_v3-16,2_vgg19-4
mps-uncap,0.8,14.001524448394774,15.514779090881348,5.9879136085510245
mps-uncap,0.9,15.278482437133789,14.981803894042969,6.1837863922119105
mps-uncap,1.0,14.531040191650392,16.09786033630371,6.207163333892821
mps-uncap,0.5,16.729431152343746,14.541840553283691,5.656957626342773
mps-uncap,0.6,15.315976142883294,14.215173721313478,5.797562599182129
mps-uncap,0.7,14.767403602600096,14.300031661987305,5.902004241943359
mps-uncap,0.1,19.672870635986328,14.333367347717289,5.11929750442505
mps-uncap,0.2,19.631700515747067,13.859078884124756,5.472092628479007
mps-uncap,0.3,18.88328790664673,14.172039031982425,5.449330806732177
mps-uncap,0.4,18.248438835144043,14.113612174987791,5.4935383796691895
