mode,load,0_densenet121-2,1_inception_v3-16,2_vgg19-4
mps-uncap,0.8,6.874799728393555,6.414651870727539,3.2889842987060547
mps-uncap,0.9,6.946802139282227,6.420373916625977,3.2927989959716797
mps-uncap,1.0,6.912469863891602,6.684303283691406,3.3330917358398438
mps-uncap,0.5,6.902456283569336,6.468534469604492,3.283977508544922
mps-uncap,0.6,6.992101669311523,6.469488143920898,3.2749176025390625
mps-uncap,0.7,6.824970245361328,6.398677825927734,3.286123275756836
mps-uncap,0.1,7.2536468505859375,6.460905075073242,3.3004283905029297
mps-uncap,0.2,6.992340087890625,6.426572799682617,3.281116485595703
mps-uncap,0.3,6.880998611450195,6.463289260864258,3.280162811279297
mps-uncap,0.4,7.038354873657227,6.438493728637695,3.2815933227539062
