mode,load,0_densenet121-2,1_inception_v3-16,2_vgg19-4
mps-uncap,0.8,6.917476654052734,6.438016891479492,3.3042430877685547
mps-uncap,0.9,7.049560546875,6.445884704589844,3.3044815063476562
mps-uncap,1.0,7.041215896606445,6.73985481262207,3.344297409057617
mps-uncap,0.5,6.993293762207031,6.488323211669922,3.300189971923828
mps-uncap,0.6,7.0705413818359375,6.485700607299805,3.291606903076172
mps-uncap,0.7,6.893157958984375,6.419897079467773,3.305673599243164
mps-uncap,0.1,7.274627685546875,6.498575210571289,3.317594528198242
mps-uncap,0.2,7.067441940307617,6.44993782043457,3.2958984375
mps-uncap,0.3,7.02667236328125,6.477117538452148,3.2927989959716797
mps-uncap,0.4,7.153987884521484,6.452322006225586,3.2994747161865234
