mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,10.540246963500977,11.9781494140625,2.318143844604492
mps-uncap,0.9,10.554313659667969,11.842727661132812,2.3200511932373047
mps-uncap,1.0,10.559558868408203,12.111186981201172,2.307415008544922
mps-uncap,0.5,10.533809661865234,11.854171752929688,2.313375473022461
mps-uncap,0.6,10.51640510559082,12.024402618408203,2.28118896484375
mps-uncap,0.7,10.539770126342773,11.879205703735352,2.3026466369628906
mps-uncap,0.1,10.570049285888672,12.265682220458984,2.341747283935547
mps-uncap,0.2,10.534524917602539,12.066364288330078,2.3615360260009766
mps-uncap,0.3,10.549068450927734,12.433290481567383,2.3353099822998047
mps-uncap,0.4,10.532617568969727,11.881113052368164,2.319812774658203
