mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,16.339304447174076,20.736727714538574,4.7878527641296404
mps-uncap,0.9,17.185051441192627,20.835037231445312,4.447269439697261
mps-uncap,1.0,17.28976249694824,20.853166580200195,4.600238800048822
mps-uncap,0.5,17.979145050048828,21.53963088989258,5.404644012451172
mps-uncap,0.6,17.298092842102047,20.851197242736813,4.6862292289733904
mps-uncap,0.7,17.032251358032227,19.266290664672855,4.611096382141114
mps-uncap,0.1,26.309399604797363,33.21017265319824,6.87941551208496
mps-uncap,0.2,26.384696960449215,32.40592956542969,6.940569877624512
mps-uncap,0.3,25.429534912109382,23.171651363372803,6.545910835266112
mps-uncap,0.4,21.204233169555792,22.43985414505005,5.881788730621337
