mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,104.2240858078004,121.11236572265565,27.76956081390385
mps-uncap,0.9,240.94346523284915,179.8069477081302,34.1148805618286
mps-uncap,1.0,867.0144653320302,680.5926656723022,102.10817813873291
mps-uncap,0.5,34.58776473999023,32.514867782592795,12.982521057128906
mps-uncap,0.6,43.24131011962889,46.26628398895262,12.410202026367195
mps-uncap,0.7,59.18077468872082,46.13257408142092,15.450477600097656
mps-uncap,0.1,19.384505748748804,24.08104896545409,7.941551208496081
mps-uncap,0.2,25.123620033264128,26.732778549194336,12.341585159301747
mps-uncap,0.3,27.683305740356495,27.523698806762685,14.61440324783325
mps-uncap,0.4,30.6777834892273,32.586336135864265,12.833528518676742
