mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,135.359525680542,171.65899276733398,44.70419883728027
mps-uncap,0.9,282.28187561035156,237.05410957336426,49.41701889038086
mps-uncap,1.0,916.027307510376,794.0905094146729,122.6654052734375
mps-uncap,0.5,72.45755195617676,57.0216178894043,24.399757385253906
mps-uncap,0.6,62.51978874206543,74.33843612670898,25.661230087280273
mps-uncap,0.7,96.01569175720215,64.1336441040039,23.95009994506836
mps-uncap,0.1,21.129131317138672,25.739431381225586,17.258644104003906
mps-uncap,0.2,40.26198387145996,40.0235652923584,23.25582504272461
mps-uncap,0.3,45.4714298248291,41.20230674743652,24.51491355895996
mps-uncap,0.4,56.17213249206543,51.03945732116699,20.316600799560547
