mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,10.590553283691406,12.073516845703125,2.3500919342041016
mps-uncap,0.9,10.744094848632812,12.011051177978516,2.380847930908203
mps-uncap,1.0,11.650323867797852,12.329816818237305,2.3610591888427734
mps-uncap,0.5,10.567665100097656,11.879444122314453,2.359151840209961
mps-uncap,0.6,10.538816452026367,12.151479721069336,2.3322105407714844
mps-uncap,0.7,10.57577133178711,11.99960708618164,2.347230911254883
mps-uncap,0.1,10.582208633422852,12.795686721801758,2.379894256591797
mps-uncap,0.2,10.57744026184082,12.256622314453125,2.403736114501953
mps-uncap,0.3,10.576009750366211,12.50004768371582,2.3963451385498047
mps-uncap,0.4,10.561943054199219,11.90042495727539,2.373218536376953
