mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,117.86822557449347,138.85223865508996,30.666160583496097
mps-uncap,0.9,257.40445613861084,195.99397659301763,36.83421611785878
mps-uncap,1.0,883.7332153320301,699.8071670532228,105.09223937988263
mps-uncap,0.5,46.92039489746093,47.93797731399536,16.215648651123047
mps-uncap,0.6,58.5955619812011,61.769471168518045,15.162062644958542
mps-uncap,0.7,72.16611862182619,61.555500030517585,18.410248756408695
mps-uncap,0.1,40.33860683441163,44.19248580932615,13.40787887573242
mps-uncap,0.2,43.47069740295407,43.16124439239502,18.045477867126465
mps-uncap,0.3,41.57319068908694,41.680991649627686,18.93895864486694
mps-uncap,0.4,43.524074554443416,48.109002113342434,16.464846134185766
