mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,65.7972812652588,75.09131431579588,16.62280559539795
mps-uncap,0.9,119.03343200683594,117.25544929504396,20.13912200927735
mps-uncap,1.0,695.6393718719485,380.42712211608927,71.39258384704591
mps-uncap,0.5,28.107643127441406,31.83269500732422,9.032917022705082
mps-uncap,0.6,33.22010040283204,36.67693138122558,8.083558082580566
mps-uncap,0.7,42.68059730529786,39.98966217041016,10.3971004486084
mps-uncap,0.1,25.564455986022953,30.75881004333496,8.218765258789075
mps-uncap,0.2,26.640510559082035,31.74562454223633,11.300086975097656
mps-uncap,0.3,27.7252197265625,30.56252002716064,11.234188079833984
mps-uncap,0.4,28.441190719604492,28.331947326660163,10.019016265869139
