mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,150.8791446685791,190.78898429870605,47.655582427978516
mps-uncap,0.9,298.60615730285645,256.12688064575195,51.79429054260254
mps-uncap,1.0,932.6858520507812,807.1489334106445,125.18477439880371
mps-uncap,0.5,83.51492881774902,69.31877136230469,26.835918426513672
mps-uncap,0.6,78.52435111999512,90.77668190002441,28.277873992919922
mps-uncap,0.7,110.26144027709961,80.5363655090332,26.984453201293945
mps-uncap,0.1,42.16289520263672,50.93860626220703,22.589445114135742
mps-uncap,0.2,51.08332633972168,52.824974060058594,28.644323348999023
mps-uncap,0.3,58.15005302429199,56.57482147216797,28.354644775390625
mps-uncap,0.4,69.8554515838623,65.38605690002441,24.271488189697266
