mode,load,0_densenet161-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,0.8,15.93482494354248,19.53592300415039,3.722238540649414
mps-uncap,0.9,16.855955123901367,19.71898078918457,3.556966781616211
mps-uncap,1.0,17.029857635498047,20.171976089477543,3.6586284637451176
mps-uncap,0.5,16.433238983154297,18.84157657623291,4.1294097900390625
mps-uncap,0.6,16.285514831542972,18.001294136047363,3.8523435592651367
mps-uncap,0.7,16.527509689331055,18.119430541992188,3.5602092742919926
mps-uncap,0.1,24.089813232421875,30.562734603881836,6.360292434692383
mps-uncap,0.2,24.293994903564457,22.233867645263672,6.594038009643555
mps-uncap,0.3,18.161296844482422,22.295856475830078,5.822014808654785
mps-uncap,0.4,17.292499542236328,21.172785758972168,4.985189437866211
