mode,load,0_densenet201-8,1_densenet201-8
mig,0.1,0.0133514404296875,0.014781951904296875
mig,0.2,0.011920928955078125,0.009775161743164062
mig,0.3,0.011920928955078125,0.012159347534179688
mig,0.4,0.011205673217773438,0.01239776611328125
mig,0.5,0.01239776611328125,0.012636184692382812
mig,0.6,0.012159347534179688,0.011444091796875
mig,0.7,0.010013580322265625,0.011920928955078125
mig,0.8,0.011682510375976562,0.011682510375976562
mig,0.9,0.010967254638671875,0.010967254638671875
mig,1.0,0.013589859008789062,0.012874603271484375
