mode,load,0_densenet161-32,1_squeezenet1_1-4,2_vgg19-16
mps-uncap,0.8,277.95128437599243,321.9436563214159,772.9710636776209
mps-uncap,0.9,283.9720421022118,368.60563841447026,871.836842979893
mps-uncap,1.0,300.2894569252498,404.13296712328184,903.4616816034079
mps-uncap,0.5,171.77224451899738,210.31112315387398,515.9443442832804
mps-uncap,0.6,199.1344352346583,252.87410846458266,604.989245786993
mps-uncap,0.7,218.83034641326165,284.3205474472234,684.9687506737475
mps-uncap,0.1,36.568139352627725,41.55743996407214,100.64426546985926
mps-uncap,0.2,73.49442352639716,81.58475491989032,196.3949974771988
mps-uncap,0.3,97.07045047095069,121.47587975186839,299.55155849923125
mps-uncap,0.4,129.55897831817097,165.4228698768222,391.2372475061654
