mode,load,0_densenet161-32,1_squeezenet1_1-4,2_vgg19-16
mps-uncap,0.8,112.8849983215332,21.92211151123047,27.030467987060547
mps-uncap,0.9,108.62874984741211,22.825241088867188,27.014970779418945
mps-uncap,1.0,113.07597160339355,21.730899810791016,24.99556541442871
mps-uncap,0.5,106.91547393798828,20.909547805786133,26.186704635620117
mps-uncap,0.6,103.24716567993164,21.724700927734375,26.864051818847656
mps-uncap,0.7,106.09936714172363,22.747039794921875,26.979684829711914
mps-uncap,0.1,65.71316719055176,18.275976181030273,25.798559188842773
mps-uncap,0.2,71.8989372253418,17.104625701904297,26.640653610229492
mps-uncap,0.3,88.18364143371582,20.600557327270508,25.525569915771484
mps-uncap,0.4,97.99599647521973,22.00031280517578,26.909351348876953
