mode,load,0_densenet161-32,1_squeezenet1_1-4,2_vgg19-16
mps-uncap,0.8,34.93499755859375,1.7178058624267578,11.912345886230469
mps-uncap,0.9,36.02147102355957,1.7375946044921875,12.367486953735352
mps-uncap,1.0,47.81508445739746,1.7697811126708984,12.685298919677734
mps-uncap,0.5,33.31422805786133,1.7058849334716797,11.749982833862305
mps-uncap,0.6,33.123016357421875,1.7218589782714844,11.720895767211914
mps-uncap,0.7,33.60915184020996,1.705169677734375,11.738061904907227
mps-uncap,0.1,34.45029258728027,2.1827220916748047,11.627674102783203
mps-uncap,0.2,33.324480056762695,2.023458480834961,12.023210525512695
mps-uncap,0.3,32.92036056518555,1.8999576568603516,11.62099838256836
mps-uncap,0.4,33.005714416503906,1.7549991607666016,11.75546646118164
