mode,load,0_resnet101-16,1_resnet18-16,2_vgg13-2
mps-uncap,0.8,10.326623916625977,2.312898635864258,1.6405582427978516
mps-uncap,0.9,10.219812393188477,2.3262500762939453,1.6510486602783203
mps-uncap,1.0,10.644197463989258,2.3584365844726562,1.6362667083740234
mps-uncap,0.5,10.084390640258789,2.3162364959716797,1.6372203826904297
mps-uncap,0.6,10.023117065429688,2.330303192138672,1.6422271728515625
mps-uncap,0.7,10.131597518920898,2.3162364959716797,1.6341209411621094
mps-uncap,0.1,10.128021240234375,2.326488494873047,1.6388893127441406
mps-uncap,0.2,10.111570358276367,2.3310184478759766,1.6400814056396484
mps-uncap,0.3,10.07223129272461,2.315044403076172,1.6367435455322266
mps-uncap,0.4,10.100841522216797,2.3086071014404297,1.6376972198486328
