mode,load,0_resnet101-16,1_resnet18-16,2_vgg13-2
mps-uncap,0.8,544.1322372098585,2087.658346023443,391.5298294103697
mps-uncap,0.9,593.3371417723796,2393.7556568829386,446.7159031584129
mps-uncap,1.0,673.3970029396934,2652.1675509431066,497.3094382455327
mps-uncap,0.5,342.4981540511007,1312.1971447393141,242.80471293631416
mps-uncap,0.6,389.9577695797748,1543.567407422223,293.25627948259154
mps-uncap,0.7,471.49766631661345,1867.3470428499243,338.97253870601776
mps-uncap,0.1,64.56370987906344,256.88737072552595,47.77776391944426
mps-uncap,0.2,133.0405696683532,526.8027072703335,96.50078516122895
mps-uncap,0.3,191.30797573923869,808.6244208528803,145.5437735112674
mps-uncap,0.4,266.9907175178463,1054.4458582015682,199.4818165887528
