mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-32
mps-uncap,0.8,65.08383994154607,161.43722349122365,462.4507438772576
mps-uncap,0.9,77.14119549151614,192.55603145174365,540.56060902493
mps-uncap,1.0,79.24451537113046,200.24819375812478,568.7116441246329
mps-uncap,0.5,40.406864553417854,95.29315216352917,294.7050214317013
mps-uncap,0.6,50.26546136642099,126.14594962260232,335.4692613412723
mps-uncap,0.7,56.74529421941163,143.3876624396886,391.7266184246732
mps-uncap,0.1,8.04313214562285,21.835213996205137,44.16688612029234
mps-uncap,0.2,17.715137205522293,41.49607625031825,108.3082415163259
mps-uncap,0.3,23.53769218207619,62.56856168326067,170.3396936979201
mps-uncap,0.4,32.05492466608148,76.87011282897863,226.15813031554828
