mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-32
mps-uncap,0.8,101.92718505859379,147.38898277282723,299.1683959960937
mps-uncap,0.9,237.09397315979,336.07683181762707,1009.5382213592529
mps-uncap,1.0,4411.4978313446045,421.80705070495605,1606.7465782165527
mps-uncap,0.5,32.86247253417969,51.243829727172866,114.92590904235838
mps-uncap,0.6,45.43604850769042,60.49032211303712,133.21645259857183
mps-uncap,0.7,56.80966377258302,70.3120231628418,190.51790237426758
mps-uncap,0.1,24.805068969726562,35.23106575012208,52.51646041870117
mps-uncap,0.2,28.356218338012695,39.678096771240234,70.13213634490967
mps-uncap,0.3,29.563760757446296,38.5739803314209,89.34483528137206
mps-uncap,0.4,31.37240409851075,38.93160820007324,109.28175449371332
