mode,load,0_densenet121-2,1_densenet169-8,2_efficientnet_b7-32
mps-uncap,0.8,0.011444091796875,0.009775161743164062,0.02002716064453125
mps-uncap,0.9,0.012636184692382812,0.010013580322265625,0.020742416381835938
mps-uncap,1.0,0.0133514404296875,0.013828277587890625,0.023126602172851562
mps-uncap,0.5,0.01239776611328125,0.01239776611328125,0.020742416381835938
mps-uncap,0.6,0.010728836059570312,0.012159347534179688,0.020265579223632812
mps-uncap,0.7,0.011920928955078125,0.01239776611328125,0.018835067749023438
mps-uncap,0.1,0.015497207641601562,0.022649765014648438,0.02002716064453125
mps-uncap,0.2,0.018835067749023438,0.021219253540039062,0.019550323486328125
mps-uncap,0.3,0.012636184692382812,0.013113021850585938,0.019311904907226562
mps-uncap,0.4,0.011920928955078125,0.01430511474609375,0.018596649169921875
