mode,load,0_efficientnet_b7-8,1_resnet18-16,2_vgg13-32
mps-uncap,0.8,116.6841983795166,24.818611145019535,62.82253265380861
mps-uncap,0.9,208.84561538696292,48.88713359832764,120.63348293304443
mps-uncap,1.0,1103.4255027770996,233.19091796875009,342.7438735961914
mps-uncap,0.5,1.7888307571411186,3.1152963638305717,18.256473541259748
mps-uncap,0.6,12.139225006103523,6.593465805053715,23.926162719726562
mps-uncap,0.7,40.83898067474367,12.500524520874023,35.87138652801514
mps-uncap,0.1,0.06721019744873047,0.06628036499023438,0.14944076538085996
mps-uncap,0.2,0.06437301635742188,0.06699562072753906,5.809783935546876
mps-uncap,0.3,0.07727146148681661,0.06678104400634766,10.741066932678224
mps-uncap,0.4,0.07188320159912111,0.34310817718505787,12.666845321655275
