mode,load,0_inception_v3-32,1_resnet18-16,2_vgg16-8
mps-uncap,0.8,37.2896146774292,11.666457653045656,9.980592727661133
mps-uncap,0.9,39.584150314331055,11.323843002319336,10.252251625061023
mps-uncap,1.0,38.25474023818969,12.301650047302246,10.482931137084963
mps-uncap,0.5,33.39554071426391,9.673662185668945,9.23929214477539
mps-uncap,0.6,35.6037425994873,10.073814392089842,9.41492080688476
mps-uncap,0.7,37.248725891113274,11.146581172943117,9.483790397644048
mps-uncap,0.1,19.18446063995362,6.504235267639173,8.062980175018316
mps-uncap,0.2,21.508731842041016,7.311820983886721,8.280601501464844
mps-uncap,0.3,26.37690782546997,8.014297485351557,8.612079620361312
mps-uncap,0.4,28.48827838897704,9.245634078979464,8.996043205261218
