mode,load,0_inception_v3-32,1_resnet18-16,2_vgg16-8
mps-uncap,0.8,10.529756546020508,2.3415088653564453,5.196332931518555
mps-uncap,0.9,10.534048080444336,2.348661422729492,5.223274230957031
mps-uncap,1.0,11.636734008789062,2.325773239135742,5.219697952270508
mps-uncap,0.5,10.381221771240234,2.3157596588134766,5.179643630981445
mps-uncap,0.6,10.42628288269043,2.323150634765625,5.17725944519043
mps-uncap,0.7,10.444164276123047,2.3567676544189453,5.173921585083008
mps-uncap,0.1,10.396957397460938,2.3338794708251953,5.167245864868164
mps-uncap,0.2,10.404109954833984,2.323150634765625,5.164861679077148
mps-uncap,0.3,10.44607162475586,2.330303192138672,5.176544189453125
mps-uncap,0.4,10.38980484008789,2.321004867553711,5.181550979614258
