mode,load,0_inception_v3-32,1_resnet18-16,2_vgg16-8
mps-uncap,0.8,99.88088607788083,38.42317104339602,65.40027618408205
mps-uncap,0.9,191.44609451293942,60.63440322875975,122.1654653549194
mps-uncap,1.0,505.1943302154539,414.75249767303467,653.5433053970338
mps-uncap,0.5,28.52838993072501,9.518194198608391,13.680505752563521
mps-uncap,0.6,40.51345825195311,12.24940061569212,20.35216331481933
mps-uncap,0.7,60.60963153839106,19.008219242095958,25.442743301391832
mps-uncap,0.1,9.919648170471211,2.206206321716313,4.546198844909673
mps-uncap,0.2,11.700623035430908,3.1355404853820814,5.384266376495362
mps-uncap,0.3,14.522035121917755,5.054397583007811,7.519712448120105
mps-uncap,0.4,20.545449256896962,6.357288360595663,9.805736541748045
