mode,load,0_densenet121-32,1_densenet169-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.0007152557373046875,0.00095367431640625,0.0007152557373046875,0.008821487426757812
