mode,load,0_resnet101-4,1_resnet101-4,2_resnet101-4,3_resnet101-4
mig,0.1,39.14481013523416,38.08379434778503,36.53576483619369,18.418391274806126
mig,0.2,81.92192616408411,77.42281105205218,74.07561667442562,41.00663596490888
mig,0.3,113.9544593441918,113.7740604104791,115.5493906399272,60.33811392940174
mig,0.4,153.12825112193752,149.5756007221676,151.79348695468275,81.62523958128072
mig,0.5,188.65253484640468,186.18926978781226,185.14545060043807,97.53944652193942
mig,0.6,228.21719488057374,226.75918820569942,220.70739585831285,123.19219720449256
mig,0.7,274.4133313910333,260.1750350697844,261.3787048099286,138.70065187817576
mig,0.8,312.76850423493,298.32321372125705,301.925087676739,161.72299822081467
mig,0.9,344.1215197850488,336.2141241380389,329.9545162379035,176.05172729187836
mig,1.0,351.07296124559156,349.2137034807834,349.96806674740156,182.5633508696185
