mode,load,0_resnet101-4,1_resnet101-4,2_resnet101-4,3_resnet101-4
mig,0.1,20.04241943359375,20.101070404052734,20.047593116760254,22.08733558654785
mig,0.2,16.145896911621094,16.095876693725586,16.304492950439453,21.96812629699707
mig,0.3,12.394928932189943,12.4161958694458,12.31985092163086,22.0522403717041
mig,0.4,11.698341369628906,11.859893798828125,11.793375015258789,22.11618423461914
mig,0.5,11.769485473632812,11.881780624389648,11.897563934326172,22.245049476623535
mig,0.6,11.83629035949707,11.95220947265625,12.005448341369629,22.336864471435547
mig,0.7,11.94467544555664,12.112975120544434,12.092208862304688,22.50537872314453
mig,0.8,12.054896354675293,12.18869686126709,12.228727340698242,22.66383171081543
mig,0.9,12.18574047088623,12.230110168457031,12.183308601379395,22.706937789916992
mig,1.0,11.578083038330078,11.703252792358398,11.715245246887207,22.25666046142578
