mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,9.309029579162598,16.426634788513194,10.63690185546875
mps-uncap,0.9,17.013859748840336,25.15294551849365,19.144892692565918
mps-uncap,1.0,129.03103828430184,189.20149803161632,92.84377098083496
mps-uncap,0.5,10.220479965209961,11.676430702209473,4.888820648193359
mps-uncap,0.6,9.18259620666504,10.914278030395508,5.9979915618896475
mps-uncap,0.7,8.617830276489258,11.844015121459961,7.4214935302734375
mps-uncap,0.1,6.252050399780276,6.716442108154298,2.5621652603149423
mps-uncap,0.2,9.321999549865723,9.624767303466795,3.130149841308594
mps-uncap,0.3,10.40184497833252,11.183834075927734,3.7012100219726562
mps-uncap,0.4,10.863757133483888,11.505174636840822,4.468584060668945
