mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,1.143813133239746,2.3305416107177734,1.519918441772461
mps-uncap,0.9,2.9654502868652344,4.367351531982422,3.246784210205078
mps-uncap,1.0,28.897762298583984,64.0268325805664,34.75308418273926
mps-uncap,0.5,0.05245208740234375,0.050067901611328125,0.0438690185546875
mps-uncap,0.6,0.3895759582519531,0.053882598876953125,0.04458427429199219
mps-uncap,0.7,0.5819797515869141,0.9157657623291016,0.49507617950439453
mps-uncap,0.1,0.04601478576660156,0.048160552978515625,0.044345855712890625
mps-uncap,0.2,0.04601478576660156,0.04673004150390625,0.04220008850097656
mps-uncap,0.3,0.0457763671875,0.045299530029296875,0.04220008850097656
mps-uncap,0.4,0.04863739013671875,0.04792213439941406,0.04315376281738281
