mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,6.326317787170412,12.063169479370119,7.862114906311037
mps-uncap,0.9,13.67290019989014,20.689463615417477,16.205787658691406
mps-uncap,1.0,125.29985904693605,184.33418273925784,89.72625732421875
mps-uncap,0.5,6.076097488403321,6.617879867553711,2.4053096771240234
mps-uncap,0.6,5.7097911834716815,6.49104118347168,3.4126758575439444
mps-uncap,0.7,5.471134185791019,7.712745666503906,4.748106002807617
mps-uncap,0.1,1.1338233947753946,0.09903907775879114,0.062465667724609375
mps-uncap,0.2,4.1595458984375,3.9977788925170885,0.7715463638305667
mps-uncap,0.3,5.306243896484375,5.502414703369141,1.4307975769042967
mps-uncap,0.4,6.2080621719360405,6.03756904602051,2.033615112304687
