mode,load,0_mobilenet_v2-4,1_mobilenet_v3_small-32,2_vgg16-2
mps-uncap,0.8,3.787517547607422,5.2290678024292,3.2845020294189453
mps-uncap,0.9,4.070782661437988,5.051589012145996,3.3931732177734375
mps-uncap,1.0,4.356622695922852,5.214929580688477,3.6368846893310556
mps-uncap,0.5,5.354881286621094,6.081366539001465,2.9358863830566406
mps-uncap,0.6,4.225158691406252,5.559682846069336,3.1015872955322266
mps-uncap,0.7,3.903293609619141,5.111551284790039,3.187417984008789
mps-uncap,0.1,5.8495521545410165,6.364679336547852,2.392959594726563
mps-uncap,0.2,5.647897720336914,6.319785118103027,2.5237321853637695
mps-uncap,0.3,5.6694746017456055,6.342458724975586,2.7468204498291016
mps-uncap,0.4,5.568742752075195,6.315064430236817,2.888202667236328
